Order Date,Ship Mode,Segment,Region,Category,Sales
08/09/2015,Standard Class,Corporate,East,Office Supplies,16.78
25/06/2016,Standard Class,Consumer,West,Office Supplies,20.96
25/06/2016,Standard Class,Consumer,West,Office Supplies,88.752
25/06/2016,Standard Class,Consumer,West,Office Supplies,304.23
26/07/2016,Standard Class,Consumer,West,Office Supplies,167.86
07/12/2018,Standard Class,Consumer,South,Furniture,82.38
29/12/2015,Second Class,Consumer,West,Technology,23.976
29/12/2015,Second Class,Consumer,West,Office Supplies,33.29
14/02/2016,Standard Class,Consumer,East,Office Supplies,14.952
14/02/2016,Standard Class,Consumer,East,Technology,323.982
14/02/2016,Standard Class,Consumer,East,Office Supplies,2.286
14/02/2016,Standard Class,Consumer,East,Office Supplies,14.352
14/02/2016,Standard Class,Consumer,East,Technology,71.976
25/01/2017,First Class,Corporate,East,Office Supplies,9.21
25/01/2017,First Class,Corporate,East,Office Supplies,18.0
01/04/2018,Standard Class,Consumer,East,Office Supplies,42.93
03/10/2018,Standard Class,Consumer,South,Office Supplies,15.552
03/10/2018,Standard Class,Consumer,South,Office Supplies,17.92
01/09/2018,Standard Class,Consumer,West,Technology,19.99
01/09/2018,Standard Class,Consumer,West,Office Supplies,22.92
21/12/2016,Standard Class,Consumer,South,Technology,50.88
21/12/2016,Standard Class,Consumer,South,Office Supplies,27.312
20/12/2016,Standard Class,Consumer,West,Office Supplies,7.92
20/12/2016,Standard Class,Consumer,West,Furniture,14.368
27/11/2016,Standard Class,Home Office,West,Technology,107.97
27/11/2016,Standard Class,Home Office,West,Office Supplies,113.82
27/08/2018,Standard Class,Consumer,South,Office Supplies,5.184
22/03/2015,Same Day,Consumer,Central,Office Supplies,16.28
17/12/2018,Standard Class,Consumer,South,Office Supplies,544.38
19/03/2018,First Class,Consumer,West,Office Supplies,19.824
19/03/2018,First Class,Consumer,West,Technology,657.504
19/03/2018,First Class,Consumer,West,Technology,99.54
19/03/2018,First Class,Consumer,West,Technology,199.96
18/09/2017,Standard Class,Consumer,East,Furniture,631.782
18/09/2017,Standard Class,Consumer,East,Furniture,60.72
24/11/2018,Second Class,Consumer,West,Office Supplies,20.724
24/11/2018,Second Class,Consumer,West,Office Supplies,415.872
11/04/2018,Standard Class,Consumer,East,Office Supplies,16.768
11/04/2018,Standard Class,Consumer,East,Technology,27.12
10/12/2018,Second Class,Consumer,West,Technology,95.84
10/12/2018,Second Class,Consumer,West,Office Supplies,12.96
24/11/2018,Second Class,Corporate,South,Office Supplies,19.008
04/12/2016,Second Class,Consumer,South,Office Supplies,1598.058
04/12/2016,Second Class,Consumer,South,Office Supplies,36.96
11/12/2018,Same Day,Consumer,Central,Office Supplies,10.368
11/12/2018,Same Day,Consumer,Central,Furniture,77.72
11/12/2018,Same Day,Consumer,Central,Furniture,520.464
21/05/2017,First Class,Corporate,East,Office Supplies,111.96
17/02/2018,Second Class,Consumer,South,Technology,29.16
20/05/2018,Second Class,Consumer,Central,Office Supplies,131.94
20/05/2018,Second Class,Consumer,Central,Office Supplies,25.92
20/05/2018,Second Class,Consumer,Central,Office Supplies,704.76
20/05/2018,Second Class,Consumer,Central,Office Supplies,7.41
20/05/2018,Second Class,Consumer,Central,Office Supplies,21.5
11/09/2018,Second Class,Consumer,Central,Office Supplies,10.528
11/09/2018,Second Class,Consumer,Central,Office Supplies,20.544
05/11/2017,Standard Class,Home Office,Central,Office Supplies,104.9
05/11/2017,Standard Class,Home Office,Central,Office Supplies,39.68
05/11/2017,Standard Class,Home Office,Central,Office Supplies,51.75
23/07/2018,Second Class,Consumer,Central,Office Supplies,11.68
23/07/2018,Second Class,Consumer,Central,Technology,159.75
18/11/2017,Standard Class,Corporate,East,Office Supplies,103.968
25/04/2015,Standard Class,Home Office,West,Furniture,303.25
25/04/2015,Standard Class,Home Office,West,Office Supplies,270.72
25/04/2015,Standard Class,Home Office,West,Furniture,1487.04
30/11/2016,Second Class,Home Office,South,Office Supplies,17.48
30/11/2016,Second Class,Home Office,South,Office Supplies,71.88
25/10/2016,Standard Class,Consumer,West,Office Supplies,60.45
25/10/2016,Standard Class,Consumer,West,Furniture,253.176
20/07/2016,Standard Class,Consumer,Central,Office Supplies,2.88
20/07/2016,Standard Class,Consumer,Central,Furniture,384.944
20/07/2016,Standard Class,Consumer,Central,Technology,153.584
20/07/2016,Standard Class,Consumer,Central,Furniture,913.43
27/10/2017,Standard Class,Corporate,West,Office Supplies,43.92
27/10/2017,Standard Class,Corporate,West,Office Supplies,25.032
20/11/2018,First Class,Consumer,East,Office Supplies,46.76
20/11/2018,First Class,Consumer,East,Furniture,183.968
20/11/2018,First Class,Consumer,East,Technology,1259.97
20/11/2018,First Class,Consumer,East,Office Supplies,68.97
08/09/2017,Standard Class,Corporate,Central,Office Supplies,70.368
08/09/2017,Standard Class,Corporate,Central,Technology,59.96
20/07/2015,Same Day,Consumer,East,Office Supplies,25.984
20/07/2015,Same Day,Consumer,East,Office Supplies,27.36
15/11/2017,Standard Class,Corporate,West,Technology,361.376
07/07/2015,Standard Class,Consumer,East,Furniture,172.186
07/07/2015,Standard Class,Consumer,East,Furniture,69.008
17/03/2017,Same Day,Consumer,East,Office Supplies,199.9
17/03/2017,Same Day,Consumer,East,Office Supplies,901.95
17/03/2017,Same Day,Consumer,East,Furniture,971.5
26/12/2017,First Class,Consumer,West,Office Supplies,11.328
02/09/2015,First Class,Consumer,East,Office Supplies,21.24
05/07/2016,Standard Class,Consumer,East,Technology,34.8
05/07/2016,Standard Class,Consumer,East,Office Supplies,38.976
20/11/2017,Standard Class,Corporate,Central,Office Supplies,9.08
20/11/2017,Standard Class,Corporate,Central,Office Supplies,314.55
20/11/2017,Standard Class,Corporate,Central,Office Supplies,4.91
06/05/2015,Standard Class,Home Office,West,Office Supplies,5.78
06/05/2015,Standard Class,Home Office,West,Office Supplies,107.94
21/06/2015,First Class,Consumer,East,Office Supplies,19.65
21/06/2015,First Class,Consumer,East,Technology,617.97
21/06/2015,First Class,Consumer,East,Office Supplies,59.7
19/08/2018,Standard Class,Corporate,East,Office Supplies,387.99
29/11/2015,Standard Class,Consumer,West,Technology,575.92
29/11/2015,Standard Class,Consumer,West,Office Supplies,30.4
09/04/2018,Second Class,Consumer,Central,Office Supplies,478.24
20/12/2015,Standard Class,Consumer,East,Furniture,190.848
17/12/2015,Standard Class,Consumer,East,Office Supplies,5.484
17/11/2016,Second Class,Consumer,Central,Office Supplies,40.92
04/03/2015,Standard Class,Consumer,South,Office Supplies,15.552
18/05/2018,First Class,Corporate,South,Office Supplies,17.24
18/05/2018,First Class,Corporate,South,Furniture,302.94
18/05/2018,First Class,Corporate,South,Technology,34.75
18/05/2018,First Class,Corporate,South,Office Supplies,113.94
18/05/2018,First Class,Corporate,South,Technology,55.98
22/09/2018,Standard Class,Corporate,West,Office Supplies,27.18
21/03/2018,Standard Class,Consumer,Central,Furniture,1805.88
14/09/2018,Same Day,Consumer,East,Office Supplies,70.95
03/11/2017,Second Class,Consumer,South,Office Supplies,20.0
03/11/2017,Second Class,Consumer,South,Office Supplies,7.98
03/11/2017,Second Class,Consumer,South,Furniture,24.1
03/11/2017,Second Class,Consumer,South,Office Supplies,8.75
03/11/2017,Second Class,Consumer,South,Furniture,842.94
03/05/2017,Standard Class,Consumer,Central,Office Supplies,2.182
03/05/2017,Standard Class,Consumer,Central,Office Supplies,27.384
03/05/2017,Standard Class,Consumer,Central,Office Supplies,26.406
27/12/2017,Standard Class,Consumer,Central,Office Supplies,10.368
27/12/2017,Standard Class,Consumer,Central,Office Supplies,23.68
22/07/2017,Standard Class,Consumer,Central,Technology,109.95
22/07/2017,Standard Class,Consumer,Central,Office Supplies,965.85
22/07/2017,Standard Class,Consumer,Central,Office Supplies,29.2
22/07/2017,Standard Class,Consumer,Central,Office Supplies,32.4
16/11/2015,Standard Class,Home Office,Central,Office Supplies,78.35
16/11/2015,Standard Class,Home Office,Central,Office Supplies,31.68
16/11/2015,Standard Class,Home Office,Central,Office Supplies,29.12
16/11/2015,Standard Class,Home Office,Central,Office Supplies,169.45
19/06/2016,Standard Class,Consumer,West,Furniture,12.56
19/06/2016,Standard Class,Consumer,West,Office Supplies,6.48
19/06/2016,Standard Class,Consumer,West,Office Supplies,186.69
04/07/2017,First Class,Consumer,West,Furniture,25.4
04/07/2017,First Class,Consumer,West,Office Supplies,43.96
04/07/2017,First Class,Consumer,West,Furniture,1279.165
04/07/2017,First Class,Consumer,West,Office Supplies,27.92
03/09/2016,Standard Class,Home Office,West,Furniture,129.568
03/09/2016,Standard Class,Home Office,West,Office Supplies,6.368
07/08/2018,Standard Class,Consumer,West,Office Supplies,244.55
13/03/2018,Standard Class,Consumer,West,Office Supplies,1332.496
28/09/2018,First Class,Home Office,West,Furniture,32.776
28/09/2018,First Class,Home Office,West,Office Supplies,147.184
28/09/2018,First Class,Home Office,West,Technology,54.384
28/09/2018,First Class,Home Office,West,Office Supplies,76.776
28/09/2018,First Class,Home Office,West,Office Supplies,14.352
28/09/2018,First Class,Home Office,West,Office Supplies,209.792
07/08/2016,Standard Class,Corporate,West,Office Supplies,3.304
24/11/2018,Standard Class,Consumer,East,Office Supplies,16.38
24/11/2018,Standard Class,Consumer,East,Office Supplies,167.96
24/11/2018,Standard Class,Consumer,East,Furniture,321.568
24/11/2018,Standard Class,Consumer,East,Office Supplies,12.96
08/05/2018,Standard Class,Corporate,East,Furniture,128.058
29/09/2018,Same Day,Home Office,East,Furniture,63.686
29/09/2018,Same Day,Home Office,East,Technology,239.976
29/09/2018,Same Day,Home Office,East,Furniture,344.22
29/09/2018,Same Day,Home Office,East,Office Supplies,15.552
29/09/2018,Same Day,Home Office,East,Furniture,21.248
29/09/2018,Same Day,Home Office,East,Office Supplies,8.448
22/10/2018,Same Day,Consumer,Central,Office Supplies,333.09
22/10/2018,Same Day,Consumer,Central,Furniture,248.98
24/03/2015,Standard Class,Consumer,East,Office Supplies,24.9
03/11/2017,Standard Class,Consumer,West,Office Supplies,15.26
03/11/2017,Standard Class,Consumer,West,Office Supplies,43.32
03/11/2017,Standard Class,Consumer,West,Office Supplies,43.584
03/11/2017,Standard Class,Consumer,West,Office Supplies,116.28
03/11/2017,Standard Class,Consumer,West,Office Supplies,9.296
03/11/2017,Standard Class,Consumer,West,Office Supplies,19.44
03/11/2017,Standard Class,Consumer,West,Office Supplies,314.55
05/09/2016,Standard Class,Home Office,Central,Office Supplies,16.27
05/09/2016,Standard Class,Home Office,Central,Office Supplies,69.12
05/09/2016,Standard Class,Home Office,Central,Office Supplies,4.47
14/08/2018,Standard Class,Consumer,West,Furniture,418.296
01/12/2015,Second Class,Consumer,East,Technology,659.988
01/12/2015,Second Class,Consumer,East,Furniture,8.128
01/12/2015,Second Class,Consumer,East,Office Supplies,36.288
01/12/2015,Second Class,Consumer,East,Furniture,909.72
18/06/2018,Standard Class,Consumer,West,Furniture,917.9235
18/06/2018,Standard Class,Consumer,West,Office Supplies,38.88
02/12/2018,Standard Class,Consumer,East,Office Supplies,631.176
21/11/2015,Standard Class,Corporate,West,Office Supplies,12.96
10/04/2017,Standard Class,Corporate,West,Office Supplies,12.96
10/04/2017,Standard Class,Corporate,West,Office Supplies,23.2
30/06/2015,Standard Class,Corporate,Central,Office Supplies,25.92
30/06/2015,Standard Class,Corporate,Central,Office Supplies,21.312
24/12/2015,Standard Class,Home Office,West,Technology,173.656
24/12/2015,Standard Class,Home Office,West,Office Supplies,361.96
24/12/2015,Standard Class,Home Office,West,Technology,62.85
24/12/2015,Standard Class,Home Office,West,Technology,818.376
24/12/2015,Standard Class,Home Office,West,Office Supplies,20.34
24/12/2015,Standard Class,Home Office,West,Furniture,23.99
23/05/2018,Standard Class,Consumer,West,Furniture,171.288
10/11/2017,Standard Class,Corporate,Central,Furniture,37.3
10/11/2017,Standard Class,Corporate,Central,Office Supplies,81.96
02/10/2017,First Class,Consumer,West,Office Supplies,54.792
06/09/2017,First Class,Consumer,Central,Office Supplies,10.784
27/10/2017,Second Class,Consumer,South,Furniture,290.98
22/10/2018,Standard Class,Home Office,Central,Office Supplies,36.44
15/09/2017,Standard Class,Consumer,West,Office Supplies,21.4
15/09/2017,Standard Class,Consumer,West,Office Supplies,48.664
25/09/2017,Standard Class,Consumer,West,Office Supplies,16.56
10/06/2018,Standard Class,Corporate,South,Office Supplies,1347.52
20/02/2015,Standard Class,Corporate,Central,Technology,62.31
20/02/2015,Standard Class,Corporate,Central,Furniture,20.32
20/02/2018,Second Class,Corporate,West,Office Supplies,9.432
02/11/2015,Standard Class,Consumer,East,Office Supplies,34.86
02/11/2015,Standard Class,Consumer,East,Furniture,89.34
17/07/2018,Standard Class,Home Office,East,Technology,269.98
17/07/2018,Standard Class,Home Office,East,Office Supplies,99.9
17/07/2018,Standard Class,Home Office,East,Furniture,39.08
08/09/2018,Second Class,Corporate,East,Technology,116.832
14/11/2017,Standard Class,Consumer,Central,Office Supplies,2.296
14/11/2017,First Class,Consumer,East,Furniture,408.006
14/11/2017,First Class,Consumer,East,Office Supplies,40.44
10/10/2015,Same Day,Home Office,West,Furniture,122.352
10/10/2015,Same Day,Home Office,West,Office Supplies,15.28
19/03/2016,Standard Class,Corporate,West,Office Supplies,11.96
08/07/2018,Standard Class,Home Office,West,Furniture,15.84
08/07/2018,Standard Class,Home Office,West,Office Supplies,86.376
08/07/2018,Standard Class,Home Office,West,Office Supplies,18.24
08/07/2018,Standard Class,Home Office,West,Office Supplies,13.12
27/02/2016,Standard Class,Corporate,East,Technology,105.98
27/02/2016,Standard Class,Corporate,East,Furniture,493.92
16/06/2018,Standard Class,Corporate,Central,Office Supplies,5.936
30/03/2018,First Class,Consumer,Central,Office Supplies,325.86
12/07/2016,Second Class,Consumer,Central,Furniture,383.607
12/07/2016,Second Class,Consumer,Central,Technology,148.48
12/07/2016,Second Class,Consumer,Central,Technology,537.544
12/07/2016,Second Class,Consumer,Central,Office Supplies,1.928
12/07/2016,Second Class,Consumer,Central,Office Supplies,6.912
12/07/2016,Second Class,Consumer,Central,Furniture,7.76
12/07/2016,Second Class,Consumer,Central,Technology,659.168
30/04/2018,First Class,Consumer,East,Office Supplies,5.76
13/07/2015,Standard Class,Corporate,West,Furniture,351.216
27/12/2015,Standard Class,Consumer,West,Furniture,230.28
27/12/2015,Standard Class,Consumer,West,Office Supplies,12.84
27/02/2017,Second Class,Consumer,Central,Office Supplies,56.82
23/03/2016,First Class,Consumer,South,Office Supplies,31.56
23/03/2016,First Class,Consumer,South,Office Supplies,27.92
21/10/2018,Standard Class,Consumer,West,Office Supplies,8.559
31/12/2015,Standard Class,Corporate,Central,Office Supplies,49.568
05/05/2015,First Class,Consumer,Central,Furniture,127.869
04/12/2016,Second Class,Corporate,West,Office Supplies,271.44
04/12/2016,Second Class,Corporate,West,Technology,110.352
04/12/2016,Second Class,Corporate,West,Furniture,36.4
26/09/2018,Standard Class,Home Office,South,Furniture,419.136
09/12/2015,Standard Class,Corporate,West,Office Supplies,100.704
03/12/2018,Standard Class,Consumer,South,Office Supplies,45.216
03/12/2018,Standard Class,Consumer,South,Office Supplies,28.782
03/12/2018,Standard Class,Consumer,South,Office Supplies,24.448
08/11/2016,Standard Class,Consumer,Central,Office Supplies,10.476
19/04/2015,Second Class,Home Office,West,Furniture,76.14
25/05/2016,Second Class,Home Office,Central,Office Supplies,21.24
25/05/2016,Second Class,Home Office,Central,Office Supplies,127.96
17/07/2018,Standard Class,Home Office,West,Technology,479.984
12/12/2017,Standard Class,Home Office,Central,Technology,657.93
12/12/2017,Standard Class,Home Office,Central,Furniture,33.48
12/12/2017,Standard Class,Home Office,Central,Office Supplies,13.9
12/12/2017,Standard Class,Home Office,Central,Office Supplies,26.86
11/04/2015,Standard Class,Consumer,West,Office Supplies,9.584
09/06/2016,Standard Class,Home Office,South,Office Supplies,113.1
27/07/2015,Standard Class,Corporate,East,Office Supplies,65.78
31/07/2016,Standard Class,Corporate,South,Technology,239.7
19/09/2017,First Class,Home Office,East,Furniture,25.632
